"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","2002","12.726","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","2001","12.535","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","2000","12.333","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1999","12.094","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1996","11.376","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1995","11.186","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1994","10.981","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1993","11.051","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1992","10.903","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1991","10.826","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1990","10.881","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1989","10.825","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1988","10.884","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1987","11.090","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1986","11.248","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1985","11.099","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1984","11.082","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1983","10.872","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1982","11.020","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1981","11.082","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1980","11.209","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1979","11.383","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1978","11.491","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1977","11.349","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1976","11.411","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1975","11.237","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1974","10.859","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1973","10.884","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1972","10.449","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1971","9.904","total"
"Expected years of schooling","SE.SCH.LIFE","Panama","PAN","1970","9.011","total"
"Expected years of schooling","SE.SCH.LIFE","Papua New Guinea","PNG","1998","5.758","total"
"Expected years of schooling","SE.SCH.LIFE","Papua New Guinea","PNG","1995","5.316","total"
"Expected years of schooling","SE.SCH.LIFE","Papua New Guinea","PNG","1986","4.829","total"
"Expected years of schooling","SE.SCH.LIFE","Papua New Guinea","PNG","1984","4.706","total"
"Expected years of schooling","SE.SCH.LIFE","Papua New Guinea","PNG","1973","3.647","total"
"Expected years of schooling","SE.SCH.LIFE","Papua New Guinea","PNG","1972","3.528","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2010","13.178","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2009","13.200","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2008","12.805","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2007","12.525","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2005","12.602","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2004","12.734","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2003","12.493","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2002","13.072","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2001","12.573","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","2000","12.146","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1999","11.971","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1996","10.739","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1995","10.407","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1993","10.024","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1990","9.156","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1989","9.005","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1988","8.937","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1987","8.859","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1986","8.879","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1985","8.987","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1984","9.049","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1983","9.034","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1982","8.888","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1981","8.763","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1980","8.602","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1975","7.517","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1974","7.461","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1973","7.573","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1972","7.479","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1971","7.449","total"
"Expected years of schooling","SE.SCH.LIFE","Paraguay","PRY","1970","7.526","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","2017","14.496","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","2016","14.786","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","2006","12.823","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","2005","12.617","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","2004","12.583","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","2003","12.329","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","2002","12.821","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","2001","13.304","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","2000","12.815","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1999","12.974","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1997","11.746","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1996","11.800","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1995","11.815","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1994","11.476","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1993","11.355","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1992","11.393","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1991","11.634","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1990","11.687","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1989","11.631","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1988","11.579","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1987","11.328","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1986","11.223","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1985","11.487","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1984","10.955","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1983","10.896","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1982","11.087","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1981","10.967","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1980","10.810","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1979","10.510","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1977","10.227","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1976","10.025","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1975","9.751","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1974","9.516","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1973","9.615","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1972","8.963","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1971","8.791","total"
"Expected years of schooling","SE.SCH.LIFE","Peru","PER","1970","9.086","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2020","12.783","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2019","13.037","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2018","12.841","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2017","12.818","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2016","12.583","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2015","12.612","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2014","12.460","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2009","11.320","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2008","11.558","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2006","11.398","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2005","11.590","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2004","11.724","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2003","11.731","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2002","11.742","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","2001","11.537","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1999","11.541","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1998","11.389","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1996","11.292","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1995","10.898","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1992","10.799","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1991","10.758","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1990","10.734","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1989","10.620","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1988","10.297","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1987","10.098","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1986","9.990","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1985","10.348","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1984","10.515","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1983","10.453","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1982","10.439","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1981","10.625","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1980","10.303","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1979","10.522","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1978","9.988","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1977","9.739","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1976","9.466","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1975","9.165","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1974","9.008","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1973","8.899","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1972","8.986","total"
"Expected years of schooling","SE.SCH.LIFE","Philippines","PHL","1971","9.070","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2022","16.197","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2021","15.935","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2020","15.844","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2019","15.874","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2018","15.929","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2017","16.054","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2014","16.206","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2013","16.593","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2012","15.702","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2011","15.661","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2010","15.769","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2009","15.419","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2008","15.381","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2007","15.383","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2006","15.380","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2005","15.376","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2004","15.179","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2003","15.808","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2002","15.622","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2001","15.261","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","2000","14.895","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1999","14.736","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1998","14.359","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1997","13.914","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1996","13.383","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1995","13.101","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1994","13.082","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1993","12.823","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1992","12.160","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1991","12.145","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1990","12.115","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1989","12.076","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1988","12.106","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1987","12.011","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1986","11.970","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1985","11.925","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1984","11.817","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1983","11.782","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1982","11.883","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1981","11.973","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1980","11.970","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1979","12.001","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1978","12.017","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1977","11.998","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1976","11.910","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1975","11.835","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1974","11.734","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1973","11.626","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1972","11.544","total"
"Expected years of schooling","SE.SCH.LIFE","Poland","POL","1971","11.465","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","2021","16.821","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","2020","16.669","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","2019","16.601","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","2018","16.481","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","2017","16.362","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","2016","16.268","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","2015","16.385","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1999","15.661","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1998","16.157","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1996","15.932","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1995","15.417","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1994","15.043","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1993","14.482","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1992","13.219","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1991","12.341","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1990","11.838","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1987","12.343","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1986","11.581","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1980","10.495","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1979","10.364","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1978","10.850","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1977","10.811","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1976","10.598","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1975","9.896","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1974","9.837","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1973","9.614","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1972","9.180","total"
"Expected years of schooling","SE.SCH.LIFE","Portugal","PRT","1971","9.026","total"
"Expected years of schooling","SE.SCH.LIFE","Puerto Rico","PRI","2018","17.554","total"
"Expected years of schooling","SE.SCH.LIFE","Puerto Rico","PRI","2016","17.319","total"
"Expected years of schooling","SE.SCH.LIFE","Puerto Rico","PRI","2015","18.139","total"
"Expected years of schooling","SE.SCH.LIFE","Puerto Rico","PRI","2014","16.207","total"
"Expected years of schooling","SE.SCH.LIFE","Puerto Rico","PRI","2013","15.831","total"
"Expected years of schooling","SE.SCH.LIFE","Puerto Rico","PRI","2012","15.484","total"
"Expected years of schooling","SE.SCH.LIFE","Puerto Rico","PRI","2011","16.497","total"
"Expected years of schooling","SE.SCH.LIFE","Puerto Rico","PRI","2010","16.883","total"
"Expected years of schooling","SE.SCH.LIFE","Puerto Rico","PRI","2009","16.546","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2020","13.264","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2019","13.198","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2018","13.132","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2017","13.001","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2016","12.457","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2015","12.489","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2014","12.359","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2013","12.523","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2012","12.487","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2011","12.328","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2010","12.549","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2009","12.403","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2008","12.226","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2007","11.873","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2006","11.732","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2005","11.840","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2004","11.780","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2003","11.909","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2002","11.739","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","2001","11.826","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1999","12.430","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1998","12.637","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1996","12.614","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1995","12.513","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1994","12.487","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1993","12.205","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1992","11.795","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1991","11.864","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1990","12.082","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1989","11.898","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1988","11.642","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1987","11.503","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1986","12.038","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1985","11.457","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1984","10.938","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1983","10.636","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1982","10.065","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1981","9.208","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1980","8.716","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1977","7.708","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1976","7.675","total"
"Expected years of schooling","SE.SCH.LIFE","Qatar","QAT","1971","8.461","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2021","14.508","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2020","14.466","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2019","14.417","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2018","14.356","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2017","14.230","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2016","14.263","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2015","14.582","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2012","14.689","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2011","15.565","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2010","16.197","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2009","16.643","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2008","15.419","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2007","13.928","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2006","13.794","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2005","13.027","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2004","13.083","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2003","12.963","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2002","12.859","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2001","12.385","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","2000","12.209","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1999","12.151","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1998","11.695","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1997","11.467","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1996","11.307","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1995","10.814","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1994","10.621","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1993","10.643","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1992","10.934","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1991","11.465","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1990","12.480","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1989","12.392","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1974","11.989","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1973","11.621","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1972","11.562","total"
"Expected years of schooling","SE.SCH.LIFE","Romania","ROU","1971","11.581","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2022","13.428","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2021","13.443","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2020","13.513","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2019","15.524","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2018","15.516","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2017","14.860","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2016","15.174","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2015","15.199","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2014","14.873","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2013","14.797","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2012","14.642","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2011","14.652","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2009","14.009","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2008","14.297","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2007","14.258","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2006","14.108","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2005","14.081","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","2003","14.290","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1999","12.276","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1998","12.013","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1997","11.812","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1996","11.684","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1995","11.573","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1994","11.587","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1993","11.851","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1992","12.174","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1991","12.435","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1990","12.657","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1989","12.741","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1988","12.870","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1987","12.882","total"
"Expected years of schooling","SE.SCH.LIFE","Russian Federation","RUS","1986","12.758","total"
